asciiname,latitude,longitude,admin1 code,timezone
Youngsville,30.09965,-91.99012,LA,America/Chicago
Zwolle,31.63156,-93.64407,LA,America/Chicago
Aberdeen,39.50956,-76.16412,MD,America/New_York
Accokeek,38.66762,-77.02831,MD,America/New_York
Adamstown,39.31094,-77.47471,MD,America/New_York
Adelphi,39.00317,-76.97192,MD,America/New_York
Algonquin,38.5829,-76.10577,MD,America/New_York
Annapolis,38.97859,-76.49184,MD,America/New_York
Arbutus,39.25455,-76.69997,MD,America/New_York
Arden on the Severn,39.06594,-76.57885,MD,America/New_York
Arlington,39.34857,-76.68324,MD,America/New_York
Arnold,39.03206,-76.50274,MD,America/New_York
Aspen Hill,39.07955,-77.07303,MD,America/New_York
Baden,38.65928,-76.77775,MD,America/New_York
Baltimore,39.29038,-76.61219,MD,America/New_York
Baltimore Highlands,39.23316,-76.63663,MD,America/New_York
Ballenger Creek,39.3726,-77.43526,MD,America/New_York
Bartonsville,39.3926,-77.35804,MD,America/New_York
Bel Air,39.53594,-76.34829,MD,America/New_York
Bel Air,39.57314,-78.84974,MD,America/New_York
Beltsville,39.03483,-76.90747,MD,America/New_York
Bennsville,38.60929,-77.0122,MD,America/New_York
Berlin,38.32262,-75.21769,MD,America/New_York
Berwyn Heights,38.994,-76.91053,MD,America/New_York
Bethesda,38.98067,-77.10026,MD,America/New_York
Bladensburg,38.93928,-76.93386,MD,America/New_York
Boonsboro,39.50621,-77.65249,MD,America/New_York
Bowie,38.94278,-76.73028,MD,America/New_York
Bowleys Quarters,39.33539,-76.39024,MD,America/New_York
Bowling Green,39.6237,-78.80446,MD,America/New_York
Braddock Heights,39.41871,-77.5036,MD,America/New_York
Brandywine,38.69678,-76.84775,MD,America/New_York
Brentwood,38.94317,-76.95664,MD,America/New_York
Brock Hall,38.85011,-76.76108,MD,America/New_York
Brooklyn,39.23039,-76.60219,MD,America/New_York
Brooklyn Park,39.22844,-76.61636,MD,America/New_York
Brookmont,38.94206,-77.12026,MD,America/New_York
Brunswick,39.31427,-77.62777,MD,America/New_York
Bryans Road,38.62706,-77.07303,MD,America/New_York
Buckeystown,39.33482,-77.43165,MD,America/New_York
Burtonsville,39.11122,-76.93248,MD,America/New_York
Butcher's Hill,39.28955,-76.5883,MD,America/New_York
Cabin John,38.97539,-77.15803,MD,America/New_York
California,38.3004,-76.50745,MD,America/New_York
Calverton,39.05761,-76.93581,MD,America/New_York
Cambridge,38.56317,-76.07883,MD,America/New_York
Camp Springs,38.804,-76.90664,MD,America/New_York
Cape Saint Claire,39.04317,-76.44496,MD,America/New_York
Capitol Heights,38.88511,-76.91581,MD,America/New_York
Carney,39.39427,-76.52358,MD,America/New_York
Catonsville,39.27205,-76.73192,MD,America/New_York
Cavetown,39.64426,-77.58582,MD,America/New_York
Centreville,39.04178,-76.06633,MD,America/New_York
Charlestown,39.26816,-76.70525,MD,America/New_York
Charlestown,39.57373,-75.97495,MD,America/New_York
Charlotte Hall,38.48096,-76.77802,MD,America/New_York
Charles Village,39.32316,-76.6133,MD,America/New_York
Chesapeake Beach,38.68623,-76.53468,MD,America/New_York
Chesapeake Ranch Estates,38.34624,-76.41773,MD,America/New_York
Chester,38.97539,-76.2894,MD,America/New_York
Chestertown,39.209,-76.06661,MD,America/New_York
Cheverly,38.92817,-76.91581,MD,America/New_York
Chevy Chase,39.00287,-77.07115,MD,America/New_York
Chevy Chase Village,38.96928,-77.07887,MD,America/New_York
Chillum,38.96372,-76.99081,MD,America/New_York
Clarksburg,39.23872,-77.27943,MD,America/New_York
Clover Hill,39.45621,-77.42887,MD,America/New_York
Cloverly,39.10816,-76.99775,MD,America/New_York
Clinton,38.76511,-76.89831,MD,America/New_York
Cockeysville,39.48122,-76.64386,MD,America/New_York
Colesville,39.07566,-77.00192,MD,America/New_York
College Park,38.98067,-76.93692,MD,America/New_York
Colmar Manor,38.93317,-76.94581,MD,America/New_York
Columbia,39.24038,-76.83942,MD,America/New_York
Coral Hills,38.87039,-76.92108,MD,America/New_York
Cottage City,38.93817,-76.94831,MD,America/New_York
Cresaptown,39.59287,-78.83335,MD,America/New_York
Crofton,39.00178,-76.68747,MD,America/New_York
Crisfield,37.98346,-75.85382,MD,America/New_York
Croom,38.75262,-76.76386,MD,America/New_York
Crownsville,39.02844,-76.60135,MD,America/New_York
Cumberland,39.65287,-78.76252,MD,America/New_York
Damascus,39.28844,-77.20387,MD,America/New_York
Darnestown,39.10344,-77.29082,MD,America/New_York
Davidsonville,38.92289,-76.6283,MD,America/New_York
Deale,38.77651,-76.55524,MD,America/New_York
Denton,38.88456,-75.82716,MD,America/New_York
Derwood,39.11733,-77.16109,MD,America/New_York
District Heights,38.85761,-76.88942,MD,America/New_York
Drum Point,38.32679,-76.42606,MD,America/New_York
Dundalk,39.25066,-76.52052,MD,America/New_York
Dunkirk,38.72178,-76.66052,MD,America/New_York
Dunkirk Town Center,38.72039,-76.65857,MD,America/New_York
East Riverdale,38.958,-76.911,MD,America/New_York
Easton,38.77428,-76.07633,MD,America/New_York
Edgemere,39.24205,-76.44802,MD,America/New_York
Edgewater,38.938,-76.557,MD,America/New_York
Edgewood,39.41872,-76.2944,MD,America/New_York
Edmonston,38.94678,-76.93109,MD,America/New_York
Eldersburg,39.40371,-76.95026,MD,America/New_York
Elkton,39.60678,-75.83327,MD,America/New_York
Elkridge,39.21261,-76.71358,MD,America/New_York
Ellicott City,39.26733,-76.79831,MD,America/New_York
Emmitsburg,39.70454,-77.32693,MD,America/New_York
Essex,39.30927,-76.47496,MD,America/New_York
Fairland,39.07622,-76.95775,MD,America/New_York
Fairmount Heights,38.90095,-76.91553,MD,America/New_York
Fallston,39.51455,-76.41107,MD,America/New_York
Federalsburg,38.69428,-75.77216,MD,America/New_York
Ferndale,39.18316,-76.64024,MD,America/New_York
Forest Glen,39.01455,-77.0547,MD,America/New_York
Forest Heights,38.80956,-76.99803,MD,America/New_York
Forestville,38.84511,-76.87497,MD,America/New_York
Fort George G Mead Junction,39.12594,-76.78914,MD,America/New_York
Fort Washington,38.70734,-77.02303,MD,America/New_York
Four Corners,39.02039,-77.01275,MD,America/New_York
Frederick,39.41427,-77.41054,MD,America/New_York
Friendly,38.75178,-76.97859,MD,America/New_York
Friendship Village,38.96289,-77.08887,MD,America/New_York
Frostburg,39.65814,-78.92836,MD,America/New_York
Fruitland,38.32206,-75.6202,MD,America/New_York
Fulton,39.15094,-76.92303,MD,America/New_York
Gaithersburg,39.14344,-77.20137,MD,America/New_York
Gambrills,39.081,-76.658,MD,America/New_York
Garrett Park,39.03816,-77.09303,MD,America/New_York
Garrison,39.40594,-76.76053,MD,America/New_York
Germantown,39.17316,-77.27165,MD,America/New_York
Glassmanor,38.819,-76.99859,MD,America/New_York
Glen Burnie,39.16261,-76.62469,MD,America/New_York
Glenarden,38.92928,-76.86164,MD,America/New_York
Glenmont,39.05789,-77.0497,MD,America/New_York
Glenn Dale,38.98761,-76.82053,MD,America/New_York
Goddard,38.98955,-76.85331,MD,America/New_York
Golden Beach,38.48985,-76.68218,MD,America/New_York
Grasonville,38.95817,-76.21023,MD,America/New_York
Green Haven,39.13955,-76.54774,MD,America/New_York
Green Valley,39.30927,-77.29721,MD,America/New_York
Greenbelt,39.00455,-76.87553,MD,America/New_York
Greensboro,38.97372,-75.80493,MD,America/New_York
Gwynn Oak,39.33261,-76.69275,MD,America/New_York
Hagerstown,39.64176,-77.71999,MD,America/New_York
Halfway,39.62065,-77.75888,MD,America/New_York
Hampstead,39.60483,-76.84998,MD,America/New_York
Hampton,39.42288,-76.58469,MD,America/New_York
Hancock,39.69898,-78.17973,MD,America/New_York
Hanover,39.19289,-76.72414,MD,America/New_York
Queen Anne,38.89872,-76.6783,MD,America/New_York
Havre de Grace,39.54928,-76.09162,MD,America/New_York
Hebron,38.42012,-75.68771,MD,America/New_York
Herald Harbor,39.05372,-76.56913,MD,America/New_York
Highfield-Cascade,39.71616,-77.48282,MD,America/New_York
Highland,39.179,-76.95748,MD,America/New_York
Hillandale,39.0265,-76.97414,MD,America/New_York
Hillcrest Heights,38.83289,-76.95942,MD,America/New_York
Hillsmere Shores,38.94011,-76.49496,MD,America/New_York
Hughesville,38.53262,-76.78386,MD,America/New_York
Hunt Valley,39.49983,-76.64108,MD,America/New_York
Huntingtown,38.61595,-76.61302,MD,America/New_York
Huntingtown Town Center,38.62095,-76.61607,MD,America/New_York
Hurlock,38.62428,-75.85438,MD,America/New_York
Hyattsville,38.95594,-76.94553,MD,America/New_York
Ilchester,39.25094,-76.76469,MD,America/New_York
Indian Head,38.60012,-77.1622,MD,America/New_York
Irvington,39.28288,-76.68608,MD,America/New_York
Jarrettsville,39.60455,-76.47774,MD,America/New_York
Jefferson,39.36205,-77.53165,MD,America/New_York
Joppatowne,39.414,-76.358,MD,America/New_York
Keedysville,39.48621,-77.69971,MD,America/New_York
Kemp Mill,39.039,-77.01914,MD,America/New_York
Kensington,39.02567,-77.07637,MD,America/New_York
Kettering,38.88456,-76.81469,MD,America/New_York
Kingstown,39.20483,-76.05133,MD,America/New_York
Kingsville,39.44872,-76.41774,MD,America/New_York
La Plata,38.52929,-76.97525,MD,America/New_York
La Vale,39.65564,-78.81058,MD,America/New_York
Lake Arbor,38.90789,-76.82969,MD,America/New_York
Lake Shore,39.10705,-76.48496,MD,America/New_York
Landover,38.934,-76.89664,MD,America/New_York
Landover Hills,38.94317,-76.8922,MD,America/New_York
Langley Park,38.98872,-76.98136,MD,America/New_York
Lanham,38.96875,-76.8634,MD,America/New_York
Lansdowne,39.24511,-76.66052,MD,America/New_York
Largo,38.89761,-76.83025,MD,America/New_York
Laurel,39.09928,-76.84831,MD,America/New_York
Layhill,39.09233,-77.04442,MD,America/New_York
Leonardtown,38.29124,-76.63579,MD,America/New_York
Lexington Park,38.26679,-76.45384,MD,America/New_York
Linganore,39.411,-77.302,MD,America/New_York
Linthicum,39.20511,-76.65275,MD,America/New_York
Lochearn,39.34066,-76.72219,MD,America/New_York
Lonaconing,39.56592,-78.9803,MD,America/New_York
Londontowne,38.93345,-76.54941,MD,America/New_York
Long Beach,38.46096,-76.46884,MD,America/New_York
Lusby,38.355,-76.437,MD,America/New_York
Lutherville,39.42122,-76.62608,MD,America/New_York
Manchester,39.66121,-76.88498,MD,America/New_York
Marlboro Meadows,38.83622,-76.71497,MD,America/New_York
Marlow Heights,38.83345,-76.95164,MD,America/New_York
Marlton,38.77373,-76.78997,MD,America/New_York
Maryland City,39.09205,-76.81775,MD,America/New_York
Maugansville,39.69287,-77.74472,MD,America/New_York
Mayo,38.88761,-76.5119,MD,America/New_York
Mays Chapel,39.43316,-76.64941,MD,America/New_York
Mechanicsville,38.4429,-76.74385,MD,America/New_York
Mellwood,38.81039,-76.82414,MD,America/New_York
Middle River,39.33427,-76.43941,MD,America/New_York
Middletown,39.44371,-77.54471,MD,America/New_York
Milford Mill,39.34788,-76.76997,MD,America/New_York
Mitchellville,38.92,-76.808,MD,America/New_York
Montgomery Village,39.17677,-77.19526,MD,America/New_York
Morningside,38.83011,-76.89136,MD,America/New_York
Mount Airy,39.37621,-77.1547,MD,America/New_York
Mount Rainier,38.9415,-76.96498,MD,America/New_York
Mountain Lake Park,39.39843,-79.38171,MD,America/New_York
Myersville,39.5051,-77.56638,MD,America/New_York
New Carrollton,38.96983,-76.87997,MD,America/New_York
New Windsor,39.54205,-77.10804,MD,America/New_York
North Beach,38.70734,-76.53107,MD,America/New_York
North Bel Air,39.53983,-76.35496,MD,America/New_York
North Bethesda,39.04455,-77.11887,MD,America/New_York
North East,39.60011,-75.94133,MD,America/New_York
North Kensington,39.039,-77.071,MD,America/New_York
North Laurel,39.139,-76.87053,MD,America/New_York
North Potomac,39.08289,-77.26498,MD,America/New_York
Oakland,39.40787,-79.40671,MD,America/New_York
Ocean City,38.3365,-75.08491,MD,America/New_York
Ocean Pines,38.39539,-75.15574,MD,America/New_York
Odenton,39.084,-76.70025,MD,America/New_York
Olney,39.15316,-77.06692,MD,America/New_York
Overlea,39.36344,-76.52052,MD,America/New_York
Owings,38.71762,-76.60135,MD,America/New_York
Owings Mills,39.41955,-76.78025,MD,America/New_York
Oxon Hill,38.80345,-76.9897,MD,America/New_York
Parkville,39.37733,-76.53969,MD,America/New_York
Parole,38.981,-76.545,MD,America/New_York
Pasadena,39.119,-76.57108,MD,America/New_York
Perry Hall,39.41261,-76.46357,MD,America/New_York
Perryman,39.46955,-76.2044,MD,America/New_York
Perryville,39.56011,-76.07134,MD,America/New_York
Pikesville,39.37427,-76.72247,MD,America/New_York
Pittsville,38.39539,-75.41297,MD,America/New_York
Pleasant Hills,39.47955,-76.39413,MD,America/New_York
Pocomoke City,38.07568,-75.56798,MD,America/New_York
Point of Rocks,39.27594,-77.53915,MD,America/New_York
Poolesville,39.14594,-77.41693,MD,America/New_York
Potomac,39.01817,-77.20859,MD,America/New_York
Potomac Heights,38.60873,-77.14053,MD,America/New_York
Potomac Park,39.61176,-78.80585,MD,America/New_York
Prince Frederick,38.5404,-76.5844,MD,America/New_York
Princess Anne,38.2029,-75.69243,MD,America/New_York
Pumphrey,39.21733,-76.63719,MD,America/New_York
Randallstown,39.36733,-76.79525,MD,America/New_York
Redland,39.14539,-77.14415,MD,America/New_York
Reisterstown,39.46976,-76.8319,MD,America/New_York
Ridgely,38.94789,-75.88438,MD,America/New_York
Rising Sun,39.69789,-76.06273,MD,America/New_York
Riva,38.95206,-76.57802,MD,America/New_York
Riverdale Park,38.96344,-76.93164,MD,America/New_York
Riverside,39.47372,-76.24134,MD,America/New_York
Riverside,39.17344,-76.88525,MD,America/New_York
Riviera Beach,39.16678,-76.50802,MD,America/New_York
Robinwood,38.95428,-76.51468,MD,America/New_York
Robinwood,39.63704,-77.65694,MD,America/New_York
Rock Hall,39.13817,-76.23495,MD,America/New_York
Rockville,39.084,-77.15276,MD,America/New_York
Rosaryville,38.75678,-76.80969,MD,America/New_York
Rosedale,39.32011,-76.51552,MD,America/New_York
Rossmoor,39.10372,-77.07109,MD,America/New_York
Rossville,39.33844,-76.47968,MD,America/New_York
Saint Charles,38.60317,-76.93858,MD,America/New_York
Saint James,39.5626,-77.75805,MD,America/New_York
Saint Michaels,38.78512,-76.22439,MD,America/New_York
Salisbury,38.36067,-75.59937,MD,America/New_York
Savage,39.13789,-76.82386,MD,America/New_York
Scaggsville,39.14511,-76.90025,MD,America/New_York
Seabrook,38.974,-76.849,MD,America/New_York
Seat Pleasant,38.89622,-76.90664,MD,America/New_York
Selby-on-the-Bay,38.91622,-76.52246,MD,America/New_York
Severn,39.13705,-76.6983,MD,America/New_York
Severna Park,39.07039,-76.54524,MD,America/New_York
Shady Side,38.84178,-76.51218,MD,America/New_York
Silver Hill,38.84178,-76.94581,MD,America/New_York
Silver Spring,38.99067,-77.02609,MD,America/New_York
Smithsburg,39.65482,-77.57277,MD,America/New_York
Snow Hill,38.17706,-75.3927,MD,America/New_York
Solomons,38.31846,-76.45412,MD,America/New_York
Somerset,38.96594,-77.09609,MD,America/New_York
South Bel Air,39.53316,-76.33746,MD,America/New_York
South Gate,39.129,-76.6258,MD,America/New_York
South Kensington,39.013,-77.071,MD,America/New_York
South Laurel,39.06983,-76.85025,MD,America/New_York
Spencerville,39.11427,-76.97831,MD,America/New_York
Spring Ridge,39.40149,-77.35248,MD,America/New_York
Springdale,38.93761,-76.83886,MD,America/New_York
Stevensville,38.98067,-76.3144,MD,America/New_York
Suitland,38.84872,-76.92386,MD,America/New_York
Sykesville,39.37371,-76.96776,MD,America/New_York
Takoma Park,38.97789,-77.00748,MD,America/New_York
Taneytown,39.65788,-77.17443,MD,America/New_York
Temple Hills,38.814,-76.94553,MD,America/New_York
Thurmont,39.62371,-77.41082,MD,America/New_York
Timonium,39.43705,-76.61969,MD,America/New_York
Towson,39.4015,-76.60191,MD,America/New_York
Trappe,38.65845,-76.058,MD,America/New_York
Travilah,39.069,-77.26304,MD,America/New_York
University Park,38.97039,-76.94192,MD,America/New_York
Upper Marlboro,38.81595,-76.74969,MD,America/New_York
Urbana,39.32594,-77.35137,MD,America/New_York
Waldorf,38.62456,-76.93914,MD,America/New_York
Walker Mill,38.87539,-76.88831,MD,America/New_York
Walkersville,39.48621,-77.35193,MD,America/New_York
West Elkridge,39.20705,-76.72692,MD,America/New_York
West Laurel,39.10122,-76.8997,MD,America/New_York
West Ocean City,38.3315,-75.10685,MD,America/New_York
Westernport,39.48537,-79.04475,MD,America/New_York
Westminster,39.57538,-76.99581,MD,America/New_York
Westphalia,38.84539,-76.81108,MD,America/New_York
Wheaton,39.03983,-77.05526,MD,America/New_York
White Marsh,39.38372,-76.43218,MD,America/New_York
White Oak,39.03983,-76.99303,MD,America/New_York
Williamsport,39.60065,-77.82055,MD,America/New_York
Woodlawn,39.32288,-76.72803,MD,America/New_York
Woodlawn,38.94956,-76.89136,MD,America/New_York
Woodmore,38.92122,-76.80303,MD,America/New_York
Woodsboro,39.53316,-77.31471,MD,America/New_York
Adrian,38.39752,-94.35162,MO,America/Chicago
Advance,37.10455,-89.90953,MO,America/Chicago
Affton,38.55061,-90.33317,MO,America/Chicago
Albany,39.22334,-94.11328,MO,America/Chicago
Alton,36.69423,-91.3993,MO,America/Chicago
Anderson,36.65063,-94.44355,MO,America/Chicago
Appleton City,38.19058,-94.02939,MO,America/Chicago
Archie,38.48168,-94.35439,MO,America/Chicago
Arnold,38.43283,-90.37762,MO,America/Chicago
Ash Grove,37.31533,-93.5852,MO,America/Chicago
Ashland,38.77448,-92.25713,MO,America/Chicago
Aurora,36.97089,-93.71798,MO,America/Chicago
Ava,36.952,-92.66045,MO,America/Chicago
Ballwin,38.59505,-90.54623,MO,America/Chicago
Barnhart,38.34422,-90.39345,MO,America/Chicago
Battlefield,37.11561,-93.37019,MO,America/Chicago
Bel-Nor,38.702,-90.31678,MO,America/Chicago
Bel-Ridge,38.7095,-90.32539,MO,America/Chicago
Belle,38.28588,-91.72044,MO,America/Chicago
Bellefontaine Neighbors,38.74033,-90.2265,MO,America/Chicago
Belton,38.81195,-94.5319,MO,America/Chicago
Benton,37.09783,-89.56258,MO,America/Chicago
Berkeley,38.7545,-90.33123,MO,America/Chicago
Bernie,36.66894,-89.9687,MO,America/Chicago
Billings,37.06755,-93.55214,MO,America/Chicago
Bismarck,37.76922,-90.62485,MO,America/Chicago
Black Jack,38.79338,-90.26733,MO,America/Chicago
Bloomfield,36.88589,-89.92926,MO,America/Chicago
Blue Springs,39.01695,-94.28161,MO,America/Chicago
Bolivar,37.61448,-93.41047,MO,America/Chicago
Bonne Terre,37.92311,-90.5554,MO,America/Chicago
Boonville,38.97364,-92.74324,MO,America/Chicago
Bourbon,38.15477,-91.24403,MO,America/Chicago
Bowling Green,39.34199,-91.19514,MO,America/Chicago
Branson,36.64367,-93.21851,MO,America/Chicago
Breckenridge Hills,38.7145,-90.36734,MO,America/Chicago
Brentwood,38.61755,-90.34928,MO,America/Chicago
Bridgeton,38.767,-90.41151,MO,America/Chicago
Brookfield,39.78447,-93.07353,MO,America/Chicago
Buckner,39.13251,-94.19856,MO,America/Chicago
Buffalo,37.64393,-93.09241,MO,America/Chicago
Butler,38.25863,-94.33051,MO,America/Chicago
Byrnes Mill,38.43783,-90.58179,MO,America/Chicago
Cabool,37.12394,-92.10127,MO,America/Chicago
California,38.62753,-92.56658,MO,America/Chicago
Calverton Park,38.76477,-90.31373,MO,America/Chicago
Camdenton,38.00809,-92.74463,MO,America/Chicago
Cameron,39.74028,-94.24106,MO,America/Chicago
Campbell,36.49339,-90.07509,MO,America/Chicago
Cape Girardeau,37.30588,-89.51815,MO,America/Chicago
Carl Junction,37.17672,-94.56551,MO,America/Chicago
Carrollton,39.35835,-93.49577,MO,America/Chicago
Carterville,37.14923,-94.443,MO,America/Chicago
Carthage,37.17645,-94.31022,MO,America/Chicago
Caruthersville,36.19312,-89.65564,MO,America/Chicago
Cassville,36.67701,-93.86881,MO,America/Chicago
Castle Point,38.75811,-90.24817,MO,America/Chicago
Cedar Hill,38.35339,-90.64124,MO,America/Chicago
Centerville,37.43505,-90.95846,MO,America/Chicago
Centralia,39.21032,-92.13795,MO,America/Chicago
Chaffee,37.18005,-89.65509,MO,America/Chicago
Charlack,38.70255,-90.34345,MO,America/Chicago
Charleston,36.92089,-89.35063,MO,America/Chicago
Chesterfield,38.66311,-90.57707,MO,America/Chicago
Chillicothe,39.79529,-93.55244,MO,America/Chicago
Clarkson Valley,38.61839,-90.58929,MO,America/Chicago
Clarkton,36.45173,-89.96704,MO,America/Chicago
Claycomo,39.2025,-94.49245,MO,America/Chicago
Clayton,38.64255,-90.32373,MO,America/Chicago
Clever,37.03033,-93.47297,MO,America/Chicago
Clinton,38.36863,-93.77827,MO,America/Chicago
